store_nbr,sales_2013,sales_2014,sales_2015,pct_14_13,pct_15_14,cat_14_13,cat_15_14,cat_tot,zip_cd,city_name,lat,long,promo_dep13,promo_dep14,promo_dep15
3,86916907.49,86449012.17,84971305.65,-0.005383249,-0.017093388,0,0,4,8088,TABERNACLE,39.84858267,-74.73497551,0.127,0.13,0.135
6,42076722.34,43861426.69,47296775.58,0.042415479,0.07832278,100.00%,100.00%,8,2446,BROOKLINE,42.342468,-71.121213,0.124,0.12,0.115
7,79546134.53,67936076.84,64193589.69,-0.145953763,-0.055088361,-100.00%,-100.00%,0,85351,SUN CITY,33.608706,-112.269303,0.149,0.155,0.149
8,161578130.5,143010890.1,141633196.9,-0.114911841,-0.009633485,-100.00%,0.00%,3,1545,SHREWSBURY,42.275546,-71.745338,0.151,0.152,0.143
9,93850047.75,92019791.26,94833634.78,-0.019501924,0.030578677,0.00%,100.00%,7,2151,REVERE,42.427832,-71.011294,0.133,0.129,0.126
11,119760530.2,124605532.9,123475753.7,0.040455755,-0.009066846,100.00%,0.00%,5,11743,HUNTINGTON,40.88017146,-73.4216007,0.118,0.121,0.123
12,74328011.99,75131427.34,74548497.16,0.010809052,-0.007758806,100.00%,0.00%,5,23112,MIDLOTHIAN,37.40801206,-77.6578907,0.145,0.145,0.141
13,48659696.73,44294003.94,42211913.79,-0.089718866,-0.04700614,-100.00%,0.00%,3,2903,PROVIDENCE,41.824202,-71.412001,0.136,0.133,0.134
15,105597062.5,115122980.8,109245276,0.09021007,-0.051055878,100.00%,-100.00%,2,75038,IRVING,32.885598,-96.963277,0.116,0.115,0.12
16,46102897.86,47842584.16,46536900.83,0.037734858,-0.027291238,100.00%,0.00%,5,70592,YOUNGSVILLE,30.10865091,-92.01373597,0.135,0.138,0.137
17,75621261.26,71597957.72,62071547.75,-0.053203338,-0.133054214,-100.00%,-100.00%,0,85308,GLENDALE,33.653784,-112.185523,0.139,0.139,0.137
18,34365241.98,31752575.75,30585641.08,-0.076026417,-0.036750866,-100.00%,0.00%,3,22407,FREDERICKSBURG,38.246667,-77.513985,0.164,0.166,0.169
19,73841589.81,57934769.4,54723026.45,-0.215418174,-0.055437227,-100.00%,-100.00%,0,77388,SPRING,30.071166,-95.477147,0.128,0.149,0.149
20,64657559.02,64472737.25,67930714.06,-0.002858471,0.053634714,0.00%,100.00%,7,2721,FALL RIVER,41.67422793,-71.16222796,0.181,0.181,0.173
21,57167251.39,59930244.34,60426513.8,0.048331744,0.008280785,100.00%,100.00%,8,20001,WASHINGTON,38.90472365,-77.02564622,0.117,0.122,0.117
22,96844803.94,90850929.81,85470141.82,-0.061891541,-0.059226559,-100.00%,-100.00%,0,20019,WASHINGTON,38.893531,-76.947668,0.139,0.148,0.14
23,81017509.27,78330515.34,75971227.52,-0.033165595,-0.030119651,0.00%,0.00%,4,1830,HAVERHILL,42.76285,-71.03992,0.124,0.123,0.121
25,57964467.67,57577739.14,57660161.84,-0.006671821,0.001431503,0.00%,100.00%,7,2478,BELMONT,42.398185,-71.174517,0.108,0.112,0.119
26,200971866.1,196568625.6,203910222.9,-0.021909736,0.037348775,0.00%,100.00%,7,2155,MEDFORD,42.405659,-71.083116,0.131,0.134,0.132
28,54659670.16,52469167,48811741.6,-0.040075309,-0.069706184,0.00%,-100.00%,1,48160,MILAN,42.09748586,-83.67754029,0.139,0.141,0.135
32,39527580.65,41064416.85,37801063.59,0.038880098,-0.079469125,100.00%,-100.00%,2,85377,CAREFREE,33.799915,-111.964468,0.133,0.136,0.135
33,73052708.63,68470831.64,67971764.85,-0.062720152,-0.00728875,-100.00%,0.00%,3,85282,TEMPE,33.408114,-111.909792,0.143,0.141,0.138
35,65391085.11,64267775.81,64547025.27,-0.017178325,0.004345093,0.00%,100.00%,7,93257,PORTERVILLE,36.08064684,-119.069711,0.185,0.187,0.182
37,111756994.2,109350819.1,108293681.3,-0.021530421,-0.009667397,0.00%,0.00%,4,2864,CUMBERLAND,41.949361,-71.441002,0.152,0.155,0.151
38,101246673.8,95063708.18,97613117.8,-0.061068333,0.026817906,-100.00%,100.00%,6,1507,CHARLTON,42.14498539,-71.96862381,0.149,0.154,0.151
40,42019872.78,33385310.03,34347900.65,-0.205487599,0.02883276,-100.00%,100.00%,6,85283,TEMPE,33.378811,-111.9624,0.152,0.152,0.159
41,93191040.85,89907864.29,86571726.66,-0.035230603,-0.037106183,0.00%,0.00%,4,2780,TAUNTON,41.88867,-71.120121,0.144,0.148,0.15
43,124724124.7,118490621.4,123934698.9,-0.049978328,0.045945219,0.00%,100.00%,7,2188,WEYMOUTH,42.207783,-70.956391,0.138,0.141,0.139
44,78143015.05,67825944.32,67304384.99,-0.132028061,-0.007689673,-100.00%,0.00%,3,47711,EVANSVILLE,38.013399,-87.51102,0.171,0.174,0.169
45,40843458.22,36651518.89,33811243.64,-0.10263429,-0.077494067,-100.00%,-100.00%,0,46226,INDIANAPOLIS,39.826408,-86.046608,0.145,0.149,0.145
46,121734667.5,120066998.6,123312744,-0.013699211,0.027032786,0.00%,100.00%,7,2465,WEST NEWTON,42.349718,-71.226154,0.121,0.121,0.121
49,193252046.5,187337953.5,182560134.2,-0.030603004,-0.025503745,0.00%,0.00%,4,2108,BOSTON,42.357012,-71.059028,0.127,0.132,0.133
50,77375177.03,80124409.08,77827400.1,0.035531189,-0.02866803,100.00%,0.00%,5,2601,HYANNIS,41.6683,-70.2978,0.111,0.102,0.105
51,42721831,33664109.56,31971835.95,-0.212016227,-0.050269371,-100.00%,-100.00%,0,1420,FITCHBURG,42.582896,-71.773013,0.141,0.161,0.166
52,85932398,76042529.69,67704802.55,-0.115088937,-0.109645578,-100.00%,-100.00%,0,85048,PHOENIX,33.30465,-111.98089,0.142,0.141,0.145
53,67264471.4,64520224.77,64291481,-0.040797862,-0.003545303,0.00%,0.00%,4,18428,HAWLEY,41.4779,-75.1847,0.16,0.162,0.16
55,172884595.1,166190113.8,157184543.2,-0.038722255,-0.054188366,0.00%,-100.00%,1,2135,BRIGHTON,42.335906,-71.148932,0.107,0.112,0.121
59,46015794.34,40381980.14,40563847.38,-0.122432184,0.004503673,-100.00%,100.00%,6,78749,AUSTIN,30.21859,-97.836419,0.12,0.134,0.131
60,46848938.17,45370977.1,48598385.18,-0.031547376,0.071133757,0.00%,100.00%,7,31407,PORT WENTWORTH,32.199211,-81.196575,0.144,0.134,0.126
62,96489683.82,94123620.79,93275751.83,-0.024521409,-0.009008036,0.00%,0.00%,4,1930,GLOUCESTER,42.61814,-70.643,0.134,0.135,0.134
67,63555985.19,56031028.44,56703353.31,-0.118398869,0.011999153,-100.00%,100.00%,6,22902,CHARLOTTESVILLE,38.0302793,-78.48057256,0.117,0.126,0.127
68,59166544.86,58713270.08,56836975.32,-0.007660998,-0.031956911,0.00%,0.00%,4,46181,TRAFALGAR,39.41168777,-86.15737824,0.167,0.163,0.164
69,86901201.44,79242137.61,65512514.55,-0.088135304,-0.173261644,-100.00%,-100.00%,0,85381,PEORIA,33.610563,-112.238266,0.137,0.135,0.145
70,32175087.14,32165997.31,32944351.39,-0.000282511,0.02419804,0.00%,100.00%,7,60422,FLOSSMOOR,41.54305809,-87.69482804,0.186,0.165,0.167
71,75251842.01,74904404.01,74838147.09,-0.004617003,-0.000884553,0.00%,0.00%,4,6460,MILFORD,41.23115,-73.04703,0.126,0.129,0.135
73,88277744.26,95320507.78,94099062.17,0.079779604,-0.01281409,100.00%,0.00%,5,1913,AMESBURY,42.84726753,-70.92907419,0.113,0.116,0.118
74,45830310.26,44209219.03,45861323.65,-0.035371596,0.037370138,0.00%,100.00%,7,22980,WAYNESBORO,38.082732,-78.928869,0.166,0.167,0.167
75,61331964.05,48743478.95,49268766.49,-0.205251622,0.010776571,-100.00%,100.00%,6,1905,LYNN,42.462026,-70.962694,0.134,0.146,0.131
76,74555907.8,73818750.58,71658197.24,-0.009887308,-0.029268354,0.00%,0.00%,4,2919,JOHNSTON,41.78929198,-71.51585446,0.142,0.146,0.145
78,23087228.35,22089874.58,23155636.02,-0.043199372,0.048246604,0.00%,100.00%,7,35653,RUSSELLVILLE,34.50472913,-87.71772227,0.215,0.216,0.211
79,39928522.9,39378917.86,37934407.86,-0.013764723,-0.036682318,0.00%,0.00%,4,30253,MCDONOUGH,33.41353519,-84.19920606,0.154,0.153,0.153
80,97335922.06,87283727.27,86997859.83,-0.103273227,-0.003275152,-100.00%,0.00%,3,78734,LAKEWAY,30.341612,-97.968856,0.108,0.111,0.1
81,37498631.52,37310052,35231907.8,-0.005028971,-0.055699311,0.00%,-100.00%,1,30316,ATLANTA,33.714816,-84.350069,0.127,0.131,0.133
82,30271223.09,33249651.41,38413599.34,0.09839141,0.155308333,100.00%,100.00%,8,89086,NORTH LAS VEGAS,36.276975,-115.116243,0.155,0.15,0.151
84,62616122.22,58427160.48,55588464.17,-0.066899092,-0.048585218,-100.00%,0.00%,3,1077,SOUTHWICK,42.02639488,-72.7867779,0.143,0.147,0.151
86,66255159.77,54772633.25,51089031.71,-0.173307657,-0.067252592,-100.00%,-100.00%,0,85122,CASA GRANDE,32.880156,-111.714884,0.186,0.185,0.189
88,73906671.56,73297201.84,69825227.7,-0.008246478,-0.04736844,0.00%,0.00%,4,19806,WILMINGTON,39.752522,-75.55558,0.138,0.144,0.136
89,69756565.63,59023690.56,57735528.96,-0.153861862,-0.021824484,-100.00%,0.00%,3,85253,SCOTTSDALE,33.577154,-111.926793,0.114,0.117,0.12
91,33198110.38,29122495.26,27123022.73,-0.122766479,-0.068657322,-100.00%,-100.00%,0,85710,TUCSON,32.236132,-110.806111,0.154,0.158,0.146
103,107260224,107232186.3,112750691.6,-0.000261398,0.051463142,0.00%,100.00%,7,48167,NORTHVILLE TOWNSHIP,42.396336,-83.480629,0.115,0.117,0.117
104,26787580.58,28786633.13,27732691.07,0.074626096,-0.036612203,100.00%,0.00%,5,33756,CLEARWATER,27.96519,-82.787083,0.17,0.165,0.166
106,105281971,110319132.7,110770497.4,0.047844486,0.004091445,100.00%,100.00%,8,10708,BRONXVILLE,40.939176,-73.832984,0.114,0.129,0.131
107,81901303.87,79842525.56,81801089.8,-0.025137308,0.024530339,0.00%,100.00%,7,2460,NEWTONVILLE,42.350412,-71.206655,0.116,0.116,0.117
109,67042671.14,63961355.67,65988651.77,-0.045960512,0.03169564,0.00%,100.00%,7,2150,CHELSEA,42.403008,-71.023389,0.135,0.14,0.13
111,53075608.76,47707069.18,48654314.45,-0.101148903,0.019855449,-100.00%,100.00%,6,34946,FORT PIERCE,27.470113,-80.334376,0.146,0.16,0.169
113,62979632.52,63961414,66750881.63,0.015588873,0.043611726,100.00%,100.00%,8,33033,HOMESTEAD,25.476693,-80.436705,0.145,0.147,0.151
114,149771990.4,144736983,136573361.7,-0.033617817,-0.056403147,0.00%,-100.00%,1,2453,WALTHAM,42.375936,-71.24326,0.124,0.124,0.117
116,39073073.74,32819046.44,28765131.58,-0.160059773,-0.123523237,-100.00%,-100.00%,0,78665,ROUND ROCK,30.517485,-97.654466,0.14,0.153,0.155
117,183116970.9,176331104.4,174306303.8,-0.037057551,-0.011482946,0.00%,0.00%,4,2132,WEST ROXBURY,42.283996,-71.157569,0.14,0.136,0.13
119,114827890.1,125413613.4,135299185.3,0.092187737,0.078823755,100.00%,100.00%,8,1880,WAKEFIELD,42.501797,-71.069868,0.134,0.128,0.126
121,50227967.72,48880126.76,49501443.19,-0.026834471,0.012711023,0.00%,100.00%,7,89015,HENDERSON,36.07183001,-114.954466,0.147,0.153,0.15
122,189956660,194853066.4,197298482.8,0.02577644,0.012550054,100.00%,100.00%,8,11561,LONG BEACH,40.588059,-73.673293,0.126,0.128,0.128
123,123463496.1,125083232.6,122579784.9,0.013119153,-0.020014254,100.00%,0.00%,5,6475,OLD SAYBROOK,41.29968077,-72.37631124,0.127,0.131,0.132
124,84045985.74,83925921.22,81356758,-0.001428557,-0.030612273,0.00%,0.00%,4,6770,NAUGATUCK,41.501642,-73.052945,0.146,0.146,0.151
125,138770827,156624303.6,137698019.3,0.128654394,-0.120838745,100.00%,-100.00%,2,7974,NEW PROVIDENCE,40.704694,-74.404734,0.125,0.122,0.127
127,45539750.22,43040591.64,46172311.13,-0.054878619,0.072761999,-100.00%,100.00%,6,1608,WORCESTER,42.261922,-71.7996,0.151,0.158,0.149
129,72275359.24,63990746.99,59096124.91,-0.114625681,-0.076489529,-100.00%,-100.00%,0,7601,HACKENSACK,40.878426,-74.056918,0.138,0.15,0.15
130,81950170.14,78488495.94,76192714.87,-0.042241208,-0.029249905,0.00%,0.00%,4,2474,ARLINGTON,42.402007,-71.136988,0.133,0.132,0.129
131,107534911.5,106189923.1,103135950.9,-0.012507459,-0.028759529,0.00%,0.00%,4,1862,NORTH BILLERICA,42.58109,-71.287579,0.129,0.124,0.12
133,91868345.13,86782444.17,84595156.52,-0.055360755,-0.025204264,-100.00%,0.00%,3,6824,FAIRFIELD,41.14934,-73.247334,0.119,0.113,0.116
134,42023973.58,43647599.04,45808612.14,0.038635696,0.049510469,100.00%,100.00%,8,12208,ALBANY,42.653603,-73.773242,0.136,0.14,0.144
135,63230954.2,62864370.17,57727799.54,-0.005797541,-0.081708774,0.00%,-100.00%,1,6759,LITCHFIELD,41.746134,-73.201418,0.115,0.114,0.118
137,133693514.5,130566876.1,126240193.9,-0.023386612,-0.033137671,0.00%,0.00%,4,2169,QUINCY,42.252735,-70.987782,0.146,0.145,0.142
139,50770655.73,47137916,48195779.89,-0.071551956,0.022441889,-100.00%,100.00%,6,33707,ST PETERSBURG,27.75714,-82.73389,0.176,0.185,0.182
140,102338790.8,101604921.3,101373537.7,-0.007170981,-0.002277288,0.00%,0.00%,4,2152,WINTHROP,42.375672,-70.987702,0.136,0.139,0.137
141,86217930.8,78859417.08,77912977.95,-0.085347835,-0.012001599,-100.00%,0.00%,3,60062,NORTHBROOK,42.10686,-87.803823,0.128,0.133,0.13
142,53064878.28,52979269.94,53933235.22,-0.001613277,0.018006388,0.00%,100.00%,7,17225,GREENCASTLE,39.791105,-77.731136,0.177,0.173,0.167
143,36851048.86,34456592.85,34135243.26,-0.064976604,-0.009326215,-100.00%,0.00%,3,4005,BIDDEFORD,43.484253,-70.471459,0.192,0.189,0.177
144,159707862.2,166621215,159109913.7,0.043287492,-0.045080102,100.00%,0.00%,5,11427,QUEENS VILLAGE,40.729381,-73.743727,0.169,0.172,0.174
145,93507365.77,97598978.2,102545354.6,0.043757114,0.050680617,100.00%,100.00%,8,6032,FARMINGTON,41.7044,-72.8436,0.127,0.139,0.138
146,178721915.5,202993772,210972619.2,0.135807948,0.039305872,100.00%,100.00%,8,11730,EAST ISLIP,40.731678,-73.191546,0.127,0.131,0.132
147,83183543.72,76500152.01,75662659.33,-0.080345119,-0.010947595,-100.00%,0.00%,3,19083,HAVERTOWN,39.972592,-75.314809,0.148,0.145,0.143
148,69876882.95,65451040.2,65368468.12,-0.063337724,-0.001261585,-100.00%,0.00%,3,2452,WALTHAM,42.37857,-71.223054,0.133,0.133,0.128
149,82579092.14,83486216.62,86519434.34,0.010984917,0.036331958,100.00%,100.00%,8,33704,ST PETERSBURG,27.805499,-82.636814,0.152,0.154,0.152
153,47898450.16,43506185.69,43594101.54,-0.091699511,0.002020767,-100.00%,100.00%,6,1605,WORCESTER,42.293108,-71.777344,0.163,0.17,0.178
154,49485999.05,45340455.32,41293520.88,-0.083772053,-0.08925659,-100.00%,-100.00%,0,30134,DOUGLASVILLE,33.751851,-84.729844,0.153,0.154,0.159
155,96488736.25,100410183.6,105043043.4,0.040641504,0.046139342,100.00%,100.00%,8,1890,WINCHESTER,42.452253,-71.136503,0.106,0.11,0.108
156,41576395.21,37656363.47,34940448.08,-0.094285032,-0.072123677,-100.00%,-100.00%,0,4240,LEWISTON,44.085075,-70.203442,0.202,0.201,0.193
157,32814898.52,30655613.67,30016723.33,-0.065801966,-0.020840892,-100.00%,0.00%,3,89512,RENO,39.556209,-119.781143,0.151,0.148,0.138
159,111777616,111327869.3,111633663.8,-0.004023584,0.002746792,0.00%,100.00%,7,2176,MELROSE,42.455639,-71.065191,0.131,0.129,0.127
160,36534254.39,30396680.13,29034464.93,-0.16799506,-0.044814605,-100.00%,0.00%,3,33705,ST PETERSBURG,27.729832,-82.639394,0.164,0.184,0.187
162,51558806.84,52782098.61,58003973.23,0.023726146,0.098932683,100.00%,100.00%,8,28173,WAXHAW,35.016744,-80.802446,0.128,0.127,0.127
163,58697521.21,55890571.61,52532317.46,-0.047820582,-0.060086237,0.00%,-100.00%,1,33801,LAKELAND,28.023246,-81.925464,0.169,0.18,0.194
164,57035722.66,59414197.33,60314146.35,0.041701491,0.015147037,100.00%,100.00%,8,3087,WINDHAM,42.8068,-71.28747,0.13,0.127,0.128
166,118752151,115417536.5,110830747,-0.028080456,-0.039740837,0.00%,0.00%,4,1603,WORCESTER,42.238495,-71.84434,0.154,0.158,0.153
168,57684413.76,55711058.6,55212954.97,-0.034209504,-0.008940839,0.00%,0.00%,4,13760,ENDWELL,42.12893,-76.03024,0.15,0.157,0.155
169,122193619.6,117604771.7,118657299.2,-0.037553907,0.0089497,0.00%,100.00%,7,20852,ROCKVILLE,39.076279,-77.140716,0.131,0.127,0.12
170,69076526.91,70702593.33,63377151.02,0.023540072,-0.103609245,100.00%,-100.00%,2,32789,WINTER PARK,28.604393,-81.365651,0.127,0.129,0.132
171,39716240.8,41850326.58,35748699.82,0.053733328,-0.145796395,100.00%,-100.00%,2,33781,PINELLAS PARK,27.83994,-82.70059,0.186,0.18,0.196
172,82899294.64,81682973.1,77703669.12,-0.014672279,-0.048716444,0.00%,0.00%,4,6405,BRANFORD,41.274953,-72.82913939,0.138,0.139,0.143
174,29903625.94,27058716.61,25104530.4,-0.095135932,-0.072220211,-100.00%,-100.00%,0,32114,DAYTONA BEACH,29.210808,-81.021842,0.161,0.17,0.174
176,50360546.59,44360718.6,42393022.34,-0.119137468,-0.044356726,-100.00%,0.00%,3,33880,WINTER HAVEN,28.003802,-81.713549,0.182,0.187,0.207
177,127562526.1,126920136.8,114938210.4,-0.005035878,-0.094405243,0.00%,-100.00%,1,11793,WANTAGH,40.69428,-73.508964,0.126,0.126,0.122
181,119890958.8,111400231.4,101181431.2,-0.070820414,-0.091730512,-100.00%,-100.00%,0,3865,PLAISTOW,42.81672844,-71.10383044,0.142,0.141,0.142
182,85600858.24,83786099.95,75508430.38,-0.021200235,-0.09879526,0.00%,-100.00%,1,95624,ELK GROVE,38.4527,-121.335,0.168,0.169,0.173
183,79725192.13,78649265.16,77567627.77,-0.013495445,-0.01375267,0.00%,0.00%,4,1821,BILLERICA,42.539455,-71.243045,0.136,0.131,0.127
185,87812130.57,85731038.14,82880110.96,-0.023699373,-0.033254318,0.00%,0.00%,4,6483,SEYMOUR,41.397474,-73.087256,0.135,0.14,0.143
186,52395341.9,53036901.22,51835310.86,0.012244587,-0.022655742,100.00%,0.00%,5,1760,NATICK,42.3007,-71.38253319,0.133,0.132,0.13
187,71247680.73,65066436.72,58013800.93,-0.086757126,-0.108391302,-100.00%,-100.00%,0,28273,CHARLOTTE,35.102363,-80.98756,0.133,0.143,0.137
188,77171762.28,72397417.39,69433258.18,-0.061866475,-0.040942886,-100.00%,0.00%,3,33774,LARGO,27.87979,-82.831872,0.172,0.179,0.18
189,58084661.4,61103184.25,61048120.86,0.051967641,-0.000901154,100.00%,0.00%,5,1803,BURLINGTON,42.482769,-71.214007,0.117,0.116,0.116
190,42074054.59,41504729.22,41806887.69,-0.013531507,0.007280097,0.00%,100.00%,7,32806,ORLANDO,28.523707,-81.342344,0.186,0.188,0.185
191,47051677.46,42494622.45,41657754.53,-0.096852126,-0.019693502,-100.00%,0.00%,3,30040,CUMMING,34.17268,-84.187031,0.127,0.132,0.131
193,39615896.09,35179869.1,35354931.8,-0.111975935,0.004976218,-100.00%,100.00%,6,85248,CHANDLER,33.233725,-111.84228,0.159,0.162,0.162
196,52271043.47,55152753.96,54599047.14,0.05513015,-0.010039514,100.00%,0.00%,5,33908,FORT MYERS,26.51539,-81.9443,0.168,0.173,0.171
200,63468022.39,64103807.34,56037196.99,0.010017406,-0.125836681,100.00%,-100.00%,2,3103,MANCHESTER,42.964711,-71.444296,0.142,0.143,0.148
203,110824157.4,110296768.7,104153596.5,-0.004758788,-0.055696756,0.00%,-100.00%,1,7928,CHATHAM,40.74531,-74.431434,0.109,0.109,0.112
204,37244501.53,25948612.7,24249285.5,-0.303290106,-0.065488172,-100.00%,-100.00%,0,32839,ORLANDO,28.47298,-81.395812,0.15,0.178,0.189
205,29969455.71,31683165.57,33602948.92,0.057181881,0.060593167,100.00%,100.00%,8,29680,SIMPSONVILLE,34.73497,-82.281783,0.142,0.151,0.142
207,133852695.5,129220977.9,134412707.7,-0.034603095,0.040177143,0.00%,100.00%,7,2720,FALL RIVER,41.71289704,-71.12748564,0.154,0.156,0.158
208,43666855.16,38574981.79,39938880.37,-0.116607284,0.035357076,-100.00%,100.00%,6,8028,GLASSBORO,39.67111,-75.11994,0.149,0.159,0.163
209,129207924,126790996.7,127199522.4,-0.01870572,0.003222041,0.00%,100.00%,7,1845,NORTH ANDOVER,42.702604,-71.132453,0.123,0.125,0.128
210,100835516.4,98021859.05,97711256.67,-0.027903436,-0.003168705,0.00%,0.00%,4,2806,BARRINGTON,41.73654,-71.304452,0.13,0.127,0.126
211,64098099.57,57208069.89,52193068.19,-0.107491949,-0.087662487,-100.00%,-100.00%,0,48174,BROWNSTOWN,42.167809,-83.26786,0.142,0.153,0.153
212,180935836.3,175889954.5,173908270.8,-0.027887686,-0.011266611,0.00%,0.00%,4,2910,CRANSTON,41.781005,-71.44309856,0.155,0.152,0.152
213,57463430.15,52958587.07,55828046.82,-0.078394956,0.054183087,-100.00%,100.00%,6,78745,AUSTIN,30.205794,-97.775464,0.125,0.13,0.131
214,56017742.64,56648457.85,59381099.7,0.011259204,0.048238592,100.00%,100.00%,8,32720,DELAND,29.043162,-81.303289,0.187,0.198,0.198
217,108701100.6,112234450.2,106574209.9,0.032505187,-0.05043229,100.00%,-100.00%,2,1876,TEWKSBURY,42.59054279,-71.20130115,0.124,0.123,0.119
218,129051639.6,130733293.7,124451672.9,0.013030863,-0.048049129,100.00%,0.00%,5,11756,LEVITTOWN,40.725488,-73.525687,0.133,0.135,0.141
219,46378359.78,43061549.11,38276588.48,-0.071516343,-0.111119101,-100.00%,-100.00%,0,32773,SANFORD,28.757228,-81.287771,0.161,0.177,0.174
220,94365979.45,89617842.62,88033024.73,-0.050316193,-0.017684178,-100.00%,0.00%,3,1752,MARLBORO,42.35188586,-71.53461862,0.135,0.138,0.138
221,38705291.41,30927528.82,33160121.27,-0.200948302,0.072187871,-100.00%,100.00%,6,3220,BELMONT,43.515536,-71.49058,0.147,0.154,0.149
223,76247315.13,75363782.29,66628309.46,-0.011587724,-0.115910754,0.00%,-100.00%,1,10607,WHITE PLAINS,41.038442,-73.80689,0.13,0.135,0.129
224,82617230.75,89792487.25,94922987.4,0.086849395,0.057137299,100.00%,100.00%,8,1867,READING,42.524493,-71.103169,0.133,0.126,0.119
226,44797770.12,44703427.43,50049992.87,-0.002105968,0.119600795,0.00%,100.00%,7,2109,BOSTON,42.35667724,-71.05644001,0.112,0.113,0.103
227,58146172.18,61615492.41,50937041.01,0.059665496,-0.173307897,100.00%,-100.00%,2,78504,MCALLEN,26.254922,-98.236229,0.161,0.148,0.152
228,116784669.9,109862042.1,109080444.7,-0.059276853,-0.007114354,-100.00%,0.00%,3,8096,WOODBURY,39.84254381,-75.14780703,0.135,0.14,0.144
230,207863821.6,201744932.4,202375626.6,-0.029437009,0.003126196,0.00%,100.00%,7,11572,OCEANSIDE,40.639606,-73.64218,0.125,0.131,0.133
231,168274236.9,168963551.7,162054042.7,0.004096378,-0.040893488,100.00%,0.00%,5,6066,VERNON,41.830928,-72.493941,0.143,0.141,0.145
232,40703459.78,39581748.47,38711595.17,-0.027558132,-0.0219837,0.00%,0.00%,4,14414,AVON,42.90966868,-77.73326048,0.192,0.194,0.192
233,94398199.05,91714265.67,96560895.75,-0.02843204,0.052844888,0.00%,100.00%,7,19073,NEWTOWN SQUARE,39.98496303,-75.41500125,0.13,0.132,0.131
237,101228580.2,97549811.03,94054564.05,-0.03634121,-0.035830382,0.00%,0.00%,4,2725,SOMERSET,41.731738,-71.172952,0.17,0.166,0.161
240,184469073.2,183790494.7,215733614,-0.003678549,0.173801802,0.00%,100.00%,7,2138,CAMBRIDGE,42.37333,-71.11931,0.104,0.105,0.104
241,37724670.62,37191602.25,35253164.81,-0.014130498,-0.052120299,0.00%,-100.00%,1,55024,FARMINGTON,44.666585,-93.177146,0.136,0.14,0.146
242,44480955.56,47591927.44,48222112.59,0.069939412,0.013241429,100.00%,100.00%,8,2343,HOLBROOK,42.168209,-71.007855,0.149,0.15,0.153
243,37067645.61,35448327.08,31256609.5,-0.043685497,-0.118248671,0.00%,-100.00%,1,8046,WILLINGBORO,40.052699,-74.892843,0.152,0.159,0.16
244,45814927.67,52709550.77,54283838.16,0.150488573,0.029867213,100.00%,100.00%,8,21619,CHESTER,38.97371,-76.26994,0.123,0.127,0.119
245,41018649.25,33404658.31,30979879.54,-0.185622664,-0.072588043,-100.00%,-100.00%,0,7014,CLIFTON,40.828798,-74.144434,0.126,0.131,0.152
246,86970808.69,78516098.86,67557079.75,-0.097213191,-0.139576714,-100.00%,-100.00%,0,32931,COCOA BEACH,28.357364,-80.608685,0.121,0.126,0.134
247,49136360.96,46767315.26,46108558.26,-0.048213699,-0.014085842,0.00%,0.00%,4,2915,RIVERSIDE,41.77133,-71.353368,0.149,0.151,0.151
248,47809966.27,50287734.63,46742365.08,0.051825353,-0.070501676,100.00%,-100.00%,2,78539,EDINBURG,26.265241,-98.192122,0.169,0.164,0.167
251,238210643.5,234781311.1,231829613.3,-0.014396218,-0.012572116,0.00%,0.00%,4,7410,FAIR LAWN,40.939322,-74.118591,0.124,0.125,0.125
252,63647831.03,64787103.21,58721275.87,0.017899623,-0.093627081,100.00%,-100.00%,2,2155,MEDFORD,42.417546,-71.108033,0.137,0.139,0.143
255,60625366.16,56342128.75,57891054.51,-0.070650912,0.027491431,-100.00%,100.00%,6,23320,CHESAPEAKE,36.762555,-76.204547,0.16,0.164,0.159
257,90109095.11,87730750.05,83857505.92,-0.026394062,-0.044149219,0.00%,0.00%,4,1201,PITTSFIELD,42.44742466,-73.2585573,0.149,0.154,0.153
258,63333764.77,67167616.18,67743782.19,0.060534084,0.008578033,100.00%,100.00%,8,15136,MCKEES ROCKS,40.45142238,-80.13412531,0.145,0.146,0.145
260,58083663.84,60073202.91,72824891.34,0.034252989,0.212269162,100.00%,100.00%,8,2114,BOSTON,42.360642,-71.070587,0.11,0.117,0.115
261,45149684.43,48692053.67,53022756.37,0.078458339,0.088940646,100.00%,100.00%,8,1970,SALEM,42.521793,-70.894352,0.13,0.131,0.131
262,54697826.42,52995723.12,50000333.72,-0.031118299,-0.056521342,0.00%,-100.00%,1,33881,WINTER HAVEN,28.026349,-81.732226,0.175,0.179,0.187
265,75224360.74,71557555.07,66665749.97,-0.048744923,-0.068361826,0.00%,-100.00%,1,2885,WARREN,41.718103,-71.269114,0.155,0.153,0.15
266,32343448.32,28637581.4,27220009.7,-0.114578597,-0.049500399,-100.00%,0.00%,3,70601,LAKE CHARLES,30.2129,-93.2187,0.148,0.156,0.153
269,49989119.45,48019171.89,46185680.99,-0.039407527,-0.038182476,0.00%,0.00%,4,2914,EAST PROVIDENCE,41.820398,-71.357937,0.144,0.143,0.142
271,109597410.5,101996206.1,89878027.13,-0.069355693,-0.118810095,-100.00%,-100.00%,0,7080,SOUTH PLAINFIELD,40.577661,-74.387171,0.149,0.153,0.155
