store_nbr,sales_2013,sales_2014,sales_2015,pct_14_13,pct_15_14,cat_14_13,cat_15_14,cat_tot,zip_cd,city_name,lat,long,promo_dep13,promo_dep14,promo_dep15
2687,63187430.54,60711262.12,62417282.56,-0.039187674,0.02810056,0.00%,100.00%,7,19341,EXTON,40.060951,-75.654013,0.135,0.135,0.13
2688,87428477.11,87877083.01,99749006.39,0.005131119,0.135096921,100.00%,100.00%,8,19426,COLLEGEVILLE,40.18008,-75.456644,0.132,0.128,0.126
2689,65107433.06,59465166.59,58559684.76,-0.086660865,-0.015227096,-100.00%,0.00%,3,19111,PHILADELPHIA,40.06262874,-75.08424717,0.141,0.138,0.151
2690,66569046.4,66587862.33,68444512.72,0.000282653,0.027882715,100.00%,100.00%,8,19468,LIMERICK,40.237769,-75.536992,0.14,0.14,0.142
2691,60627834.24,59926929.58,56876379.69,-0.011560774,-0.050904492,0.00%,-100.00%,1,23116,MECHANICSVILLE,37.690356,-77.438038,0.133,0.132,0.133
2692,40171264.9,38479802.86,34369998.71,-0.042106268,-0.106804189,0.00%,-100.00%,1,62650,JACKSONVILLE,39.72378176,-90.22836315,0.194,0.197,0.198
2697,67895832.46,69252011.47,68111692.44,0.019974407,-0.016466223,100.00%,0.00%,5,10461,BRONX,40.85239,-73.82753,0.165,0.183,0.186
2698,143912483.9,141414617.9,136369878.8,-0.01735684,-0.035673392,0.00%,0.00%,4,11776,PORT JEFFERSON STATION,40.907141,-73.064892,0.124,0.123,0.131
2699,100600126.4,91217610.75,90633065.06,-0.093265446,-0.006408255,-100.00%,0.00%,3,11218,BROOKLYN,40.63612,-73.97442,0.178,0.179,0.173
2700,164945197.4,154077599.9,129598131.4,-0.065886111,-0.15887753,-100.00%,-100.00%,0,11235,BROOKLYN,40.587216,-73.954897,0.17,0.177,0.174
2701,93418111.06,83932625.61,86812905.93,-0.101537971,0.034316576,-100.00%,100.00%,6,78526,BROWNSVILLE,25.97899,-97.50526,0.139,0.151,0.154
2702,75237476.85,71487166.15,72512117,-0.049846311,0.01433755,0.00%,100.00%,7,12205,COLONIE,42.716509,-73.811835,0.149,0.154,0.151
2704,33470943.7,32602524.55,33224981.44,-0.025945464,0.019092291,0.00%,100.00%,7,19139,PHILADELPHIA,39.959632,-75.218507,0.15,0.156,0.161
2705,62388025.29,61459513.35,52931121.26,-0.014882855,-0.138764393,0.00%,-100.00%,1,22209,ARLINGTON,38.894728,-77.075889,0.11,0.11,0.112
2706,54303771.83,50730969.85,48439152.79,-0.065792888,-0.045175897,-100.00%,0.00%,3,23235,RICHMOND,37.496693,-77.545878,0.145,0.15,0.152
2710,38285327.4,34636244.68,37207783.34,-0.095312825,0.074244153,-100.00%,100.00%,6,27707,DURHAM,35.920971,-78.959719,0.143,0.144,0.139
2711,37380998.48,34952267.91,30835413.11,-0.06497233,-0.117785055,-100.00%,-100.00%,0,93291,VISALIA,36.34919,-119.297449,0.192,0.204,0.194
2712,112412264.1,112963333.1,116661909.8,0.004902215,0.032741391,100.00%,100.00%,8,22202,ARLINGTON,38.869954,-77.056672,0.137,0.141,0.144
2713,65343548.55,56706181.45,57655260.78,-0.132183931,0.016736788,-100.00%,100.00%,6,62269,O'FALLON,38.588077,-89.928101,0.16,0.169,0.17
2714,42360089.28,38438872.2,37270232.63,-0.092568669,-0.030402546,-100.00%,0.00%,3,27609,RALEIGH,35.831095,-78.617876,0.13,0.134,0.135
2715,62047386.48,58483580.38,65266060.05,-0.057436845,0.115972374,-100.00%,100.00%,6,45219,CINCINNATI,39.12768247,-84.51085819,0.128,0.131,0.123
2716,147307098.6,156476216.3,169944157.3,0.062244914,0.086070212,100.00%,100.00%,8,10038,NEW YORK,40.710384,-74.007456,0.105,0.115,0.113
2717,170208375.2,165954097.8,163510023.9,-0.024994525,-0.014727409,0.00%,0.00%,4,10128,NEW YORK,40.780347,-73.955134,0.1,0.108,0.111
2718,102935827.8,118882832.1,132047080.6,0.154921806,0.110732965,100.00%,100.00%,8,11432,JAMAICA,40.711741,-73.791231,0.201,0.207,0.195
2719,130093109.6,134975808,112522859.9,0.037532336,-0.166347943,100.00%,-100.00%,2,11417,OZONE PARK,40.6813614,-73.84183755,0.195,0.202,0.202
2720,44457348.64,48372767.65,43530014.63,0.088071357,-0.100113209,100.00%,-100.00%,2,11693,ROCKAWAY BEACH,40.586723,-73.813108,0.158,0.161,0.156
2721,90483302.82,87689306.09,85599060.07,-0.030878589,-0.023836955,0.00%,0.00%,4,11738,FARMINGVILLE,40.829968,-73.015414,0.124,0.124,0.125
2723,70771837.33,59058094.69,45598427.85,-0.16551418,-0.227905538,-100.00%,-100.00%,0,8759,WHITING,39.947271,-74.354445,0.14,0.155,0.17
2724,68435666.71,60120515.41,53982117.92,-0.121503182,-0.102101545,-100.00%,-100.00%,0,7055,PASSAIC,40.853182,-74.14043,0.135,0.137,0.143
2725,70945380.22,73580902,70156959.24,0.037148603,-0.046533036,100.00%,0.00%,5,11746,HUNTINGTON STATION,40.848245,-73.408484,0.144,0.151,0.144
2726,100114988,99081601.92,95860003.93,-0.010321992,-0.032514593,0.00%,0.00%,4,11792,WADING RIVER,40.943748,-72.837474,0.139,0.15,0.142
2728,13123046.22,12730417.34,13435536.48,-0.029919035,0.055388533,0.00%,100.00%,7,70130,NEW ORLEANS,29.956284,-90.062946,0.069,0.062,0.057
2729,31743353.36,31655439.34,32604633.19,-0.002769525,0.029985174,0.00%,100.00%,7,18640,PITTSTON,41.3254,-75.7896,0.197,0.196,0.196
2730,82255923.54,80191418.38,80917169.1,-0.025098559,0.009050229,0.00%,100.00%,7,19468,ROYERSFORD,40.197226,-75.535203,0.143,0.136,0.136
2731,74016755.97,60334907.75,59762341.95,-0.184847985,-0.009489793,-100.00%,0.00%,3,33765,CLEARWATER,27.961189,-82.745506,0.149,0.167,0.163
2732,109386713.3,108300786.1,105588597.3,-0.009927414,-0.025043113,0.00%,0.00%,4,33020,HOLLYWOOD,26.019507,-80.14264,0.137,0.151,0.146
2734,71093570.67,64200473.51,62001828.62,-0.096958095,-0.034246553,-100.00%,0.00%,3,46217,INDIANAPOLIS,39.663357,-86.181686,0.134,0.136,0.137
2735,50472624.42,49160914.81,47618754.3,-0.025988536,-0.031369646,0.00%,0.00%,4,43230,COLUMBUS,40.056954,-82.887044,0.142,0.146,0.152
2736,83999075.37,85325758.2,76554334.07,0.015794017,-0.102799252,100.00%,-100.00%,2,29576,MURRELLS INLET,33.568099,-79.034841,0.143,0.146,0.14
2737,158233051,157396253.2,149070650.7,-0.005288388,-0.052895811,0.00%,-100.00%,1,10027,NEW YORK,40.80807988,-73.9456672,0.096,0.109,0.112
2742,86623633.78,82788643.71,80684068.74,-0.044271868,-0.025421059,0.00%,0.00%,4,7666,TEANECK,40.88576,-74.012992,0.137,0.14,0.138
2743,54894898,50430010.1,49479070.07,-0.081335207,-0.01885663,-100.00%,0.00%,3,12047,COHOES,42.772329,-73.728111,0.16,0.163,0.161
2746,116679835.7,111870067.8,112283035.6,-0.041221929,0.003691495,0.00%,100.00%,7,7605,LEONIA,40.864987,-73.985939,0.13,0.141,0.143
2747,49460045.1,46520303.76,44506650.73,-0.059436689,-0.043285466,-100.00%,0.00%,3,33322,PLANTATION,26.14951518,-80.25629032,0.168,0.18,0.179
2748,31510123.63,30099343.94,28767338.23,-0.044772268,-0.044253646,0.00%,0.00%,4,35811,HUNTSVILLE,34.797218,-86.536774,0.151,0.148,0.15
2749,52371363.93,53061020.73,55901974.61,0.013168586,0.053541259,100.00%,100.00%,8,28027,CONCORD,35.412385,-80.665085,0.149,0.147,0.142
2753,68704736.41,66360777.34,63433796.49,-0.034116412,-0.044107091,0.00%,0.00%,4,7002,BAYONNE,40.6656,-74.1168,0.167,0.18,0.188
2754,39487329.79,36407471.35,39836314.47,-0.077996118,0.094179656,-100.00%,100.00%,6,27519,CARY,35.82225,-78.900538,0.126,0.132,0.14
2755,139650453.2,137995901.2,145444692.9,-0.01184781,0.053978354,0.00%,100.00%,7,19104,PHILADELPHIA,39.953518,-75.209683,0.134,0.134,0.133
2756,79048376.15,77240039,75934512.36,-0.022876335,-0.016902201,0.00%,0.00%,4,19008,BROOMALL,39.981782,-75.357765,0.146,0.145,0.141
2758,46797406.66,47039115.83,42166053.71,0.005165012,-0.103595955,100.00%,-100.00%,2,33068,MARGATE,26.227662,-80.205391,0.16,0.169,0.165
2759,77659111.14,73734396.17,77759122.83,-0.050537727,0.054584114,-100.00%,100.00%,6,33701,ST PETERSBURG,27.780892,-82.638219,0.132,0.137,0.139
2760,75889895.03,73212478.13,75172199.86,-0.035280282,0.026767592,0.00%,100.00%,7,33612,TAMPA,28.05386,-82.426883,0.148,0.151,0.146
2761,59876981.67,72426262.77,74563090.21,0.209584397,0.029503489,100.00%,100.00%,8,34746,KISSIMMEE,28.331895,-81.495972,0.138,0.14,0.138
2762,75282750.94,73565957.19,68342339.74,-0.02280461,-0.071005906,0.00%,-100.00%,1,8873,SOMERSET,40.52869,-74.540997,0.119,0.121,0.121
2764,56287856.63,53724555.21,51954464.25,-0.045539155,-0.032947522,0.00%,0.00%,4,45236,CINCINNATI,39.193193,-84.399552,0.154,0.157,0.161
2767,56292013.62,51909806.65,49203764.43,-0.077847757,-0.052129692,-100.00%,-100.00%,0,33781,PINELLAS PARK,27.839825,-82.737409,0.17,0.18,0.177
2768,52171749.94,50949092.42,48265496.07,-0.023435241,-0.052672113,0.00%,-100.00%,1,93307,BAKERSFIELD,35.295223,-119.002468,0.158,0.154,0.154
2769,113044911,106370667.6,99282688.19,-0.059040636,-0.066634718,-100.00%,-100.00%,0,11234,BROOKLYN,40.634314,-73.928953,0.17,0.189,0.189
2771,49391474.89,49955456.29,46562368.58,0.011418598,-0.067922264,100.00%,-100.00%,2,27520,CLAYTON,35.656728,-78.479695,0.148,0.15,0.154
2772,47364635.87,48089399.74,46677021.08,0.015301793,-0.029369854,100.00%,0.00%,5,28277,CHARLOTTE,35.063312,-80.771012,0.14,0.141,0.139
2773,70676571.37,72935581.22,71100451.24,0.031962641,-0.02516097,100.00%,0.00%,5,10040,NEW YORK,40.862415,-73.925889,0.172,0.185,0.191
2775,138102322.4,137489881.3,133257720.1,-0.004434691,-0.030781619,0.00%,0.00%,4,21401,ANNAPOLIS,38.97563141,-76.55607794,0.123,0.121,0.121
2777,52174610.82,53068682.49,53586820.15,0.017136144,0.00976353,100.00%,100.00%,8,20745,NATIONAL HARBOR,38.783955,-77.014825,0.105,0.107,0.106
2778,56401523.69,54709566.02,51934029.04,-0.029998439,-0.050732206,0.00%,-100.00%,1,20705,BELTSVILLE,39.035315,-76.907323,0.129,0.134,0.135
2779,60953204.1,60675152.68,54429840.03,-0.00456172,-0.102930316,0.00%,-100.00%,1,21401,ANNAPOLIS,38.968224,-76.519284,0.126,0.12,0.117
2780,168586311.6,167535414.3,163791965.7,-0.006233586,-0.022344223,0.00%,0.00%,4,11552,WEST HEMPSTEAD,40.688119,-73.658805,0.132,0.14,0.138
2782,72893367.13,73925066,73599770.34,0.014153536,-0.004400343,100.00%,0.00%,5,18901,DOYLESTOWN,40.340965,-75.151994,0.121,0.119,0.12
2783,97039000.76,93888441.56,94072269.95,-0.032466938,0.001957945,0.00%,100.00%,7,19128,PHILADELPHIA,40.061279,-75.237138,0.131,0.132,0.133
2784,101778964.5,99295245.4,98123701.64,-0.024403069,-0.011798589,0.00%,0.00%,4,19390,WEST GROVE,39.824139,-75.870546,0.154,0.151,0.151
2785,63395228.89,61326562.75,65318175.56,-0.032631259,0.065087829,0.00%,100.00%,7,19094,WOODLYN,39.87697532,-75.34488891,0.143,0.146,0.142
2786,30358388.59,29725009.43,28989845.35,-0.020863399,-0.024732173,0.00%,0.00%,4,60177,SOUTH ELGIN,41.996768,-88.315237,0.187,0.182,0.186
2787,85366593.02,69415261.24,64045170.06,-0.18685684,-0.077361823,-100.00%,-100.00%,0,20010,WASHINGTON,38.935509,-77.024408,0.099,0.115,0.114
2788,73274768.11,73749165.64,73295964.92,0.006474228,-0.006145164,100.00%,0.00%,5,60089,BUFFALO GROVE,42.139342,-87.957798,0.151,0.155,0.153
2790,44125512.94,46386908.86,44821717.84,0.05124917,-0.033742085,100.00%,0.00%,5,60805,EVERGREEN PARK,41.720462,-87.702545,0.162,0.155,0.163
2791,55044929.99,50588556.6,45089076.78,-0.080958835,-0.108709957,-100.00%,-100.00%,0,60148,LOMBARD,41.860047,-87.992063,0.165,0.151,0.158
2795,54755384.12,45192359.51,36321661.1,-0.174649941,-0.19628757,-100.00%,-100.00%,0,7018,EAST ORANGE,40.754555,-74.215114,0.148,0.159,0.167
2796,18171297.18,17312574.66,16231108.47,-0.047257084,-0.062467092,0.00%,-100.00%,1,7066,CLARK,40.619257,-74.297397,0.152,0.156,0.157
2797,69805204.26,67979150.25,54151461.18,-0.026159282,-0.203410737,0.00%,-100.00%,1,60714,NILES,42.055351,-87.839568,0.165,0.162,0.169
2798,76753624.73,72867324.91,73434466.24,-0.050633437,0.007783205,-100.00%,100.00%,6,60655,CHICAGO,41.705411,-87.720278,0.146,0.151,0.144
2802,51550921.1,61121849.49,53278501.71,0.185659697,-0.128323142,100.00%,-100.00%,2,33611,TAMPA,27.893168,-82.494341,0.15,0.141,0.148
2803,34676675.8,33418700.55,30943202.56,-0.036277273,-0.074075232,0.00%,-100.00%,1,33617,TAMPA,28.032072,-82.415634,0.17,0.185,0.19
2804,40862315.62,35586267.55,33874109.01,-0.129117697,-0.0481129,-100.00%,0.00%,3,33071,CORAL SPRINGS,26.239101,-80.253854,0.169,0.165,0.174
2805,42692633.5,39947260.23,38054469.51,-0.06430555,-0.047382241,-100.00%,0.00%,3,33319,LAUDERHILL,26.193348,-80.243346,0.172,0.181,0.182
2806,94199835.99,90286210.79,76678922.67,-0.041545987,-0.150712805,0.00%,-100.00%,1,32835,ORLANDO,28.493098,-81.49151993,0.146,0.154,0.156
2809,42557234.63,41859785.74,33297521.97,-0.016388492,-0.204546288,0.00%,-100.00%,1,60618,CHICAGO,41.932846,-87.687528,0.137,0.136,0.138
2810,93762385.17,96003696.68,86892308.13,0.023904165,-0.094906643,100.00%,-100.00%,2,60604,CHICAGO,41.877897,-87.633433,0.125,0.126,0.126
2811,24880645.06,29621643.15,31730289.65,0.190549645,0.071186007,100.00%,100.00%,8,19124,PHILADELPHIA,40.013928,-75.097004,0.17,0.162,0.17
2812,45320737.48,43596148.37,43048143.26,-0.03805298,-0.012570035,0.00%,0.00%,4,11226,BROOKLYN,40.644274,-73.958236,0.22,0.234,0.229
2813,81136146.61,66760147.95,59254602.46,-0.177183651,-0.112425537,-100.00%,-100.00%,0,7052,WEST ORANGE,40.784765,-74.232211,0.134,0.144,0.152
2815,126968154.2,111260066,98359559.87,-0.123716756,-0.115949115,-100.00%,-100.00%,0,8816,EAST BRUNSWICK,40.417755,-74.411539,0.134,0.139,0.141
2816,60980640.34,57482574.58,50759944.87,-0.057363546,-0.116950741,-100.00%,-100.00%,0,8619,HAMILTON,40.228594,-74.707519,0.126,0.129,0.143
2817,124556853.4,122995770.9,123292150,-0.012533092,0.002409669,0.00%,100.00%,7,20005,WASHINGTON,38.909422,-77.032807,0.105,0.113,0.111
2820,88504029.61,82596338.8,74311690.94,-0.066750529,-0.100302846,-100.00%,-100.00%,0,8109,PENNSAUKEN,39.951807,-75.031627,0.131,0.128,0.127
2825,79314276.96,74193020.64,74339196.54,-0.064569161,0.001970211,-100.00%,100.00%,6,33511,BRANDON,27.937118,-82.294522,0.148,0.155,0.156
2827,25440237.11,23949264.18,25653880.8,-0.05860688,0.071176158,-100.00%,100.00%,6,60162,HILLSIDE,41.881946,-87.883908,0.17,0.171,0.161
2828,44220090.96,41078753.57,38927728.12,-0.071038691,-0.052363455,-100.00%,-100.00%,0,33024,PEMBROKE PINES,26.0244,-80.247401,0.159,0.16,0.172
2829,57374525.19,54615487.82,50969911.79,-0.048088195,-0.066749858,0.00%,-100.00%,1,32804,ORLANDO,28.583981,-81.392437,0.141,0.146,0.148
2834,114655971.8,112804056.8,99753992.66,-0.016151928,-0.115687898,0.00%,-100.00%,1,20009,WASHINGTON,38.928529,-77.032322,0.11,0.115,0.105
2835,90475450.67,83398236.41,77765644.48,-0.078222481,-0.067538502,-100.00%,-100.00%,0,7470,WAYNE,40.94349141,-74.20384164,0.132,0.129,0.137
2836,103511518.7,84265966.09,82546708.64,-0.185926676,-0.02040275,-100.00%,0.00%,3,11706,NORTH BAYSHORE,40.742588,-73.263125,0.113,0.13,0.137
2837,57020266.27,54751597.35,53833612.57,-0.039787063,-0.016766356,0.00%,0.00%,4,8753,TOMS RIVER,40.009265,-74.14694,0.138,0.14,0.147
2838,67130489.51,70758927.93,70603815.92,0.054050528,-0.002192119,100.00%,0.00%,5,12572,RHINEBECK,41.926522,-73.910946,0.13,0.131,0.136
2839,54545496.2,53746898.56,54202577.86,-0.014640946,0.008478244,0.00%,100.00%,7,6382,UNCASVILLE,41.4790868,-72.09875834,0.145,0.153,0.149
2840,32353978.01,31701077.9,29149464.34,-0.020179902,-0.080489804,0.00%,-100.00%,1,45040,MASON,39.3581651,-84.28094679,0.159,0.153,0.154
2841,31362762.68,25862778.25,29293937.51,-0.175366708,0.132667853,-100.00%,100.00%,6,30043,LAWRENCEVILLE,33.976592,-84.074778,0.144,0.147,0.145
2842,82181486.92,70619260.87,74689892.9,-0.140691371,0.057641952,-100.00%,100.00%,6,34683,PALM HARBOR,28.0684,-82.7681,0.165,0.183,0.174
2843,55604511.72,57715463.06,60053081.45,0.03796367,0.040502463,100.00%,100.00%,8,46142,GREENWOOD,39.620299,-86.211386,0.146,0.14,0.137
2844,47629562.41,40461231.91,37303941.65,-0.150501708,-0.07803248,-100.00%,-100.00%,0,60304,OAK PARK,41.865281,-87.792943,0.154,0.141,0.147
2845,44886462.5,42097663.71,50130396.27,-0.062130064,0.190811837,-100.00%,100.00%,6,60643,CHICAGO,41.706895,-87.67003,0.131,0.135,0.132
2846,29812563.81,27741267.18,26708461.46,-0.069477306,-0.03722994,-100.00%,0.00%,3,60652,CHICAGO,41.735448,-87.740513,0.188,0.188,0.187
2847,157412773.8,132328904.7,140254853.7,-0.159350912,0.059895825,-100.00%,100.00%,6,20006,WASHINGTON,38.900198,-77.046429,0.093,0.1,0.1
2848,76560131.2,74287361,75551381.08,-0.02968608,0.017015278,0.00%,100.00%,7,33060,POMPANO BEACH,26.231458,-80.103508,0.146,0.144,0.142
2849,42937773.38,43261013.26,41719669.44,0.007528101,-0.035628935,100.00%,0.00%,5,33025,PEMBROKE PINES,25.994472,-80.280154,0.153,0.158,0.166
2852,57922149.64,57096914.35,56668568.44,-0.014247318,-0.007502085,0.00%,0.00%,4,94103,SAN FRANCISCO,37.786845,-122.404088,0.16,0.158,0.151
2853,109237625.9,107454249.2,108560225.2,-0.016325663,0.010292529,0.00%,100.00%,7,8205,GALLOWAY,39.464681,-74.494303,0.13,0.135,0.133
2854,56260036.46,54441245.6,49574545.88,-0.032328292,-0.089393614,0.00%,-100.00%,1,8807,BRIDGEWATER,40.570338,-74.673355,0.126,0.122,0.126
2856,27320369.91,25912437.81,30627854.61,-0.051534152,0.181975036,-100.00%,100.00%,6,32211,JACKSONVILLE,30.315318,-81.55988,0.146,0.157,0.156
2860,94934818.45,93781530.5,83495525.24,-0.012148208,-0.109680501,0.00%,-100.00%,1,60126,ELMHURST,41.90571,-87.940545,0.135,0.134,0.135
2862,47806793.29,47367289.08,48433459.69,-0.009193342,0.022508584,0.00%,100.00%,7,60618,CHICAGO,41.953414,-87.68877,0.141,0.135,0.133
2863,55216905.05,50755304.16,49682331.36,-0.080801358,-0.021140112,-100.00%,0.00%,3,60008,ROLLING MEADOWS,42.087911,-88.044523,0.147,0.147,0.147
2865,53585319.61,46144980.22,43507835.99,-0.138850331,-0.057149103,-100.00%,-100.00%,0,21221,ESSEX,39.308869,-76.475663,0.165,0.164,0.172
2866,145577815.9,150843807.2,152292633.4,0.036173034,0.009604811,100.00%,100.00%,8,19107,PHILADELPHIA,39.951423,-75.158186,0.144,0.146,0.149
2867,109122895.4,108500190.8,107104743.1,-0.005706453,-0.012861246,0.00%,0.00%,4,19033,FOLSOM,39.89690166,-75.31458717,0.145,0.145,0.144
2868,63386557.63,52784773.71,48724858.92,-0.167256029,-0.076914506,-100.00%,-100.00%,0,7753,NEPTUNE,40.23417,-74.078275,0.124,0.13,0.134
2869,120564255.9,120008197.7,120779158,-0.004612131,0.00642423,0.00%,100.00%,7,693,VEGA BAJA,18.447602,-66.397984,0.177,0.163,0.168
2870,32920316.72,28632024.91,28096911.51,-0.130262775,-0.018689331,-100.00%,0.00%,3,8609,TRENTON,40.2246881,-74.73667085,0.106,0.127,0.133
2872,33417144.41,34869477.84,36372703.71,0.043460728,0.043110077,100.00%,100.00%,8,20036,WASHINGTON,38.908472,-77.04316,0.108,0.11,0.115
2873,60789544.52,58156680.27,60329100.26,-0.043311136,0.037354608,0.00%,100.00%,7,33713,ST PETERSBURG,27.792391,-82.68016,0.169,0.171,0.161
2874,62064028.72,56213766.05,47836434.89,-0.094261729,-0.149026328,-100.00%,-100.00%,0,33764,CLEARWATER,27.916951,-82.744975,0.177,0.184,0.195
2875,70924917.06,67479391.76,63450243.74,-0.048579899,-0.059709311,0.00%,-100.00%,1,33618,TAMPA,28.050674,-82.504959,0.15,0.166,0.162
2876,82025383.88,88702610.96,96468821.85,0.081404399,0.087553352,100.00%,100.00%,8,75078,PROSPER,33.234948,-96.789448,0.116,0.119,0.113
2877,48835457.72,49215647.45,48832156.55,0.007785117,-0.007792052,100.00%,0.00%,5,28104,MATTHEWS,35.142313,-80.624348,0.145,0.147,0.143
2878,61980176.02,57031433.55,58431276.31,-0.079843956,0.024545109,-100.00%,100.00%,6,2721,FALL RIVER,41.699147,-71.145976,0.169,0.169,0.165
2879,67665195.61,66236597.76,65233829.75,-0.021112742,-0.015139184,0.00%,0.00%,4,18964,SOUDERTON,40.315592,-75.311364,0.145,0.145,0.143
2880,45792124.96,43107028.06,43260727.54,-0.058636652,0.003565532,-100.00%,100.00%,6,19021,CROYDON,40.0938,-74.9078,0.151,0.155,0.159
2882,29866281.26,28038390.73,28337401.98,-0.061202482,0.010664351,-100.00%,100.00%,6,17011,CAMP HILL,40.239389,-76.935069,0.166,0.169,0.159
2883,59568368.35,56364304.97,56632308.97,-0.053788,0.004754853,-100.00%,100.00%,6,21144,SEVERN,39.136,-76.685261,0.126,0.129,0.131
2893,114536345.5,120940089.6,112224254.8,0.055910148,-0.072067375,100.00%,-100.00%,2,33140,MIAMI BEACH,25.81360038,-80.13080016,0.117,0.119,0.119
2895,43871665.97,47125243.14,39611145.26,0.07416124,-0.15944953,100.00%,-100.00%,2,33169,MIAMI GARDENS,25.956599,-80.206502,0.185,0.201,0.199
2896,69180875.72,68886489.35,68477417.71,-0.004255314,-0.005938344,0.00%,0.00%,4,6457,MIDDLETOWN,41.55420721,-72.67460692,0.145,0.146,0.143
2897,159567238.3,163178017.7,137746957.3,0.022628576,-0.155848568,100.00%,-100.00%,2,33016,MIAMI LAKES,25.912792,-80.332286,0.105,0.112,0.112
2898,67410060.58,65706954.4,54921904.69,-0.025264866,-0.164138634,0.00%,-100.00%,1,33613,TAMPA,28.088551,-82.467094,0.159,0.164,0.168
2899,38421207.49,40490140.51,41003309.69,0.053848725,0.012673929,100.00%,100.00%,8,36561,ORANGE BEACH,30.269706,-87.588345,0.121,0.116,0.114
2900,46555018.67,42995447.99,41895156.75,-0.076459441,-0.025590877,-100.00%,0.00%,3,60030,VILLAGE OF THIRD LAKE,42.361329,-88.001247,0.166,0.168,0.177
2901,52715210.72,39537099.92,36155052.2,-0.249986875,-0.085541118,-100.00%,-100.00%,0,60085,WAUKEGAN,42.358881,-87.874849,0.152,0.164,0.156
2902,88799610.61,84469631.11,85210218.54,-0.048761244,0.008767499,0.00%,100.00%,7,60045,LAKE FOREST,42.249023,-87.839331,0.114,0.115,0.116
2903,79198500.35,75281914.85,63618405.43,-0.049452774,-0.154931094,0.00%,-100.00%,1,60515,DOWNERS GROVE,41.810014,-87.995914,0.138,0.138,0.14
2904,34415374.93,31022825.92,27817222.93,-0.098576552,-0.103330464,-100.00%,-100.00%,0,32810,ORLANDO,28.613154,-81.433783,0.159,0.176,0.18
2906,65091278.72,61852258.12,71382146.2,-0.049761207,0.154075023,0.00%,100.00%,7,11236,BROOKLYN,40.646003,-73.896242,0.175,0.188,0.182
2908,62789989.75,62806986.26,62418543.77,0.000270688,-0.006184702,100.00%,0.00%,5,10950,MONROE,41.31403,-74.16066,0.132,0.129,0.131
2928,50551259.05,48647954.43,40581116.9,-0.037650983,-0.165820693,0.00%,-100.00%,1,89119,LAS VEGAS,36.056922,-115.127053,0.126,0.126,0.132
2929,45146759.6,42374010.08,39673640.47,-0.061416357,-0.063727025,-100.00%,-100.00%,0,89129,LAS VEGAS,36.241141,-115.250758,0.136,0.133,0.137
2930,40411096.55,31774785.35,28266157.32,-0.21371138,-0.11042177,-100.00%,-100.00%,0,89121,LAS VEGAS,36.114245,-115.074296,0.152,0.164,0.155
2931,32587541.24,27569167.45,34095575.65,-0.153996699,0.23672852,-100.00%,100.00%,6,68137,OMAHA,41.20222,-96.137769,0.186,0.192,0.164
2933,37103809.32,34056613.34,34035099.09,-0.08212623,-0.00063172,-100.00%,0.00%,3,53144,KENOSHA,42.604032,-87.877464,0.183,0.176,0.173
2934,64266135.84,63001826.81,61153896.16,-0.019673021,-0.029331382,0.00%,0.00%,4,60606,CHICAGO,41.88339194,-87.63406374,0.14,0.137,0.138
2935,61779004.16,50703817.07,44085769.16,-0.179271052,-0.130523663,-100.00%,-100.00%,0,60617,CHICAGO,41.736322,-87.58595,0.141,0.15,0.156
2936,71728601.89,73614114.48,66498307.58,0.026286761,-0.096663622,100.00%,-100.00%,2,60435,JOLIET,41.538852,-88.101933,0.148,0.141,0.15
2939,60184196.06,64885151.99,62135540.31,0.078109475,-0.042376593,100.00%,0.00%,5,10002,NEW YORK,40.715047,-73.982994,0.108,0.129,0.129
2940,175757250,157144694.6,133928730.6,-0.105899219,-0.147736225,-100.00%,-100.00%,0,10036,NEW YORK,40.759546,-73.995829,0.095,0.103,0.116
2941,43316706.87,38660959.36,35857772.51,-0.107481566,-0.072506914,-100.00%,-100.00%,0,46901,KOKOMO,40.4765,-86.1381,0.165,0.166,0.167
2942,68354144.53,66942440.34,61733644.83,-0.020652796,-0.077810063,0.00%,-100.00%,1,60614,CHICAGO,41.918115,-87.639169,0.119,0.119,0.098
2943,75830845.8,85608371.61,85359058.87,0.128938636,-0.002912247,100.00%,0.00%,5,30308,ATLANTA,33.777576,-84.384824,0.108,0.106,0.104
2944,80618628.37,72121081.81,68511552.78,-0.105404256,-0.050048182,-100.00%,-100.00%,0,93257,PORTERVILLE,36.06465579,-119.0152869,0.18,0.19,0.178
2945,30607149.83,30945577.99,29684063.01,0.01105716,-0.040765598,100.00%,0.00%,5,30004,MILTON,34.1184,-84.27,0.131,0.13,0.13
2946,74075090.67,73257908.21,72854244.07,-0.011031812,-0.005510178,0.00%,0.00%,4,31904,COLUMBUS,32.55618,-84.9727,0.157,0.16,0.156
2948,29661058.41,30509746.15,31081708.26,0.028612861,0.018746866,100.00%,100.00%,8,89052,HENDERSON,36.005202,-115.082231,0.164,0.163,0.167
2949,69438661.41,66722577.54,61849689.22,-0.039114865,-0.073032075,0.00%,-100.00%,1,7936,EAST HANOVER,40.826814,-74.358119,0.125,0.136,0.138
2950,99838019.14,102870754.3,91892663.46,0.030376556,-0.106717316,100.00%,-100.00%,2,7646,NEW MILFORD,40.926295,-74.027148,0.119,0.119,0.122
